ts,endpoint,run,ok,tcp_connect_ms,tls_handshake_ms,tls_version,cipher,alpn,cert_cn,error
2026-06-06T13:01:05.370467+00:00,api.rev.ai,3,True,143.579,287.891,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,h2,*.api.rev.ai,
2026-06-06T13:01:05.855955+00:00,api.rev.ai,4,True,143.341,285.924,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,h2,*.api.rev.ai,
2026-06-06T13:01:06.425294+00:00,italynorth.stt.speech.microsoft.com,0,True,11.801,14.566,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.speech.microsoft.com,
2026-06-06T13:01:06.903994+00:00,italynorth.stt.speech.microsoft.com,1,True,11.901,15.029,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.speech.microsoft.com,
2026-06-06T13:01:07.456280+00:00,italynorth.stt.speech.microsoft.com,2,True,13.093,17.009,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.speech.microsoft.com,
2026-06-06T13:01:07.882341+00:00,italynorth.stt.speech.microsoft.com,3,True,12.415,15.249,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.speech.microsoft.com,
2026-06-06T13:01:08.457116+00:00,italynorth.stt.speech.microsoft.com,4,True,11.803,15.076,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.speech.microsoft.com,
2026-06-06T13:01:09.011611+00:00,api.openai.com,0,True,2.08,5.692,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.openai.com,
2026-06-06T13:01:09.570803+00:00,api.openai.com,1,True,2.834,6.138,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.openai.com,
2026-06-06T13:01:10.083365+00:00,api.openai.com,2,True,2.023,5.687,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.openai.com,
2026-06-06T13:01:10.490025+00:00,api.openai.com,3,True,3.585,6.452,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.openai.com,
2026-06-06T13:01:11.075622+00:00,api.openai.com,4,True,2.414,6.767,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.openai.com,
