ts,date,hour,endpoint,avg_ms,min_ms,max_ms,mdev_ms,packet_loss,icmp_blocked
2026-05-07 06:00:02.252375+00:00,2026-05-07,6,api.deepgram.com,138.947,138.914,138.99,0.022,0,False
2026-05-07 06:00:02.252375+00:00,2026-05-07,6,api.openai.com,1.09,1.06,1.164,0.027,0,False
2026-05-07 06:00:02.252375+00:00,2026-05-07,6,italynorth.tts.speech.microsoft.com,10.735,10.708,10.826,0.034,0,False
2026-05-07 12:00:01.321967+00:00,2026-05-07,12,api.deepgram.com,101.475,101.41,101.526,0.038,0,False
2026-05-07 12:00:01.321967+00:00,2026-05-07,12,api.rev.ai,,,,,100,True
2026-05-07 12:00:01.321967+00:00,2026-05-07,12,italynorth.stt.speech.microsoft.com,10.566,10.556,10.572,0.005,0,False
2026-05-07 12:00:01.321967+00:00,2026-05-07,12,api.openai.com,1.323,1.283,1.418,0.043,0,False
2026-05-07 12:00:01.321967+00:00,2026-05-07,12,api.groq.com,1.388,1.32,1.694,0.105,0,False
2026-05-07 12:00:01.321967+00:00,2026-05-07,12,api.mistral.ai,0.839,0.776,1.002,0.061,0,False
2026-05-07 12:00:01.321967+00:00,2026-05-07,12,api.deepgram.com,149.066,149.02,149.117,0.029,0,False
2026-05-07 12:00:01.321967+00:00,2026-05-07,12,api.openai.com,1.296,1.265,1.388,0.033,0,False
2026-05-07 12:00:01.321967+00:00,2026-05-07,12,italynorth.tts.speech.microsoft.com,10.25,10.224,10.31,0.024,0,False
2026-05-07 18:00:01.600727+00:00,2026-05-07,18,api.deepgram.com,101.472,101.38,101.648,0.081,0,False
2026-05-07 18:00:01.600727+00:00,2026-05-07,18,api.rev.ai,,,,,100,True
2026-05-07 18:00:01.600727+00:00,2026-05-07,18,italynorth.stt.speech.microsoft.com,10.941,10.924,11.017,0.026,0,False
2026-05-07 18:00:01.600727+00:00,2026-05-07,18,api.openai.com,1.533,1.317,2.117,0.267,0,False
2026-05-07 18:00:01.600727+00:00,2026-05-07,18,api.groq.com,1.064,0.957,1.36,0.14,0,False
2026-05-07 18:00:01.600727+00:00,2026-05-07,18,api.mistral.ai,1.23,1.052,1.764,0.227,0,False
2026-05-07 18:00:01.600727+00:00,2026-05-07,18,api.deepgram.com,149.152,149.039,149.378,0.108,0,False
2026-05-07 18:00:01.600727+00:00,2026-05-07,18,api.openai.com,2.006,1.325,6.894,1.634,0,False
2026-05-07 18:00:01.600727+00:00,2026-05-07,18,italynorth.tts.speech.microsoft.com,10.275,10.225,10.463,0.064,0,False
2026-05-08 00:00:02.572504+00:00,2026-05-08,0,api.deepgram.com,143.079,142.806,145.022,0.648,0,False
2026-05-08 00:00:02.572504+00:00,2026-05-08,0,api.rev.ai,,,,,100,True
2026-05-08 00:00:02.572504+00:00,2026-05-08,0,italynorth.stt.speech.microsoft.com,10.292,10.244,10.546,0.085,0,False
2026-05-08 00:00:02.572504+00:00,2026-05-08,0,api.openai.com,1.573,1.494,1.685,0.068,0,False
