ts,date,hour,endpoint,avg_ms,min_ms,max_ms,mdev_ms,packet_loss,icmp_blocked
2026-06-04 12:01:31.975268+00:00,2026-06-04,12,api.deepgram.com,137.893,137.8,138.031,0.067,0,False
2026-06-04 12:01:38.877328+00:00,2026-06-04,12,api.openai.com,1.044,1.022,1.085,0.017,0,False
2026-06-04 12:01:40.935332+00:00,2026-06-04,12,italynorth.tts.speech.microsoft.com,10.514,10.454,10.659,0.062,0,False
2026-06-04 18:01:02.498767+00:00,2026-06-04,18,api.deepgram.com,137.112,137.067,137.186,0.035,0,False
2026-06-04 18:01:04.052679+00:00,2026-06-04,18,api.rev.ai,,,,,100,True
2026-06-04 18:01:07.979654+00:00,2026-06-04,18,italynorth.stt.speech.microsoft.com,10.698,10.685,10.728,0.011,0,False
2026-06-04 18:01:10.739266+00:00,2026-06-04,18,api.openai.com,1.119,1.066,1.172,0.029,0,False
2026-06-04 18:01:15.276720+00:00,2026-06-04,18,api.groq.com,0.993,0.944,1.041,0.027,0,False
2026-06-04 18:01:22.423904+00:00,2026-06-04,18,api.mistral.ai,1.053,0.985,1.196,0.063,0,False
2026-06-04 18:01:31.388015+00:00,2026-06-04,18,api.deepgram.com,151.885,151.744,152.706,0.275,0,False
2026-06-04 18:01:35.054658+00:00,2026-06-04,18,api.openai.com,1.274,1.251,1.339,0.024,0,False
2026-06-04 18:01:38.338022+00:00,2026-06-04,18,italynorth.tts.speech.microsoft.com,10.279,10.252,10.321,0.021,0,False
2026-06-05 00:01:03.730683+00:00,2026-06-05,0,api.deepgram.com,143.064,142.055,151.5,2.809,0,False
2026-06-05 00:01:09.653118+00:00,2026-06-05,0,api.rev.ai,,,,,100,True
2026-06-05 00:01:18.231389+00:00,2026-06-05,0,italynorth.stt.speech.microsoft.com,10.434,10.378,10.587,0.058,0,False
2026-06-05 00:01:23.446210+00:00,2026-06-05,0,api.openai.com,1.18,1.11,1.486,0.099,0,False
2026-06-05 00:01:31.054731+00:00,2026-06-05,0,api.groq.com,0.991,0.914,1.202,0.073,0,False
2026-06-05 00:01:38.486729+00:00,2026-06-05,0,api.mistral.ai,0.828,0.782,0.886,0.028,0,False
2026-06-05 00:01:43.179667+00:00,2026-06-05,0,api.deepgram.com,98.068,97.997,98.255,0.077,0,False
2026-06-05 00:01:52.107706+00:00,2026-06-05,0,api.openai.com,1.064,1.024,1.116,0.031,0,False
2026-06-05 00:01:54.382446+00:00,2026-06-05,0,italynorth.tts.speech.microsoft.com,10.355,10.335,10.398,0.016,0,False
2026-06-05 05:31:03.667206+00:00,2026-06-05,5,api.deepgram.com,154.32,154.285,154.376,0.031,0,False
2026-06-05 05:31:19.296051+00:00,2026-06-05,5,api.rev.ai,,,,,100,True
2026-06-05 05:31:33.037063+00:00,2026-06-05,5,italynorth.stt.speech.microsoft.com,10.11,10.098,10.128,0.008,0,False
2026-06-05 05:31:58.707136+00:00,2026-06-05,5,api.openai.com,1.38,1.299,1.613,0.091,0,False
2026-06-05 05:32:12.774798+00:00,2026-06-05,5,api.groq.com,1.391,1.348,1.502,0.039,0,False
2026-06-05 05:32:24.156896+00:00,2026-06-05,5,api.mistral.ai,0.843,0.821,0.872,0.015,0,False
2026-06-05 05:32:34.955518+00:00,2026-06-05,5,api.deepgram.com,101.084,101.044,101.16,0.04,0,False
2026-06-05 05:32:56.747448+00:00,2026-06-05,5,api.openai.com,1.312,1.274,1.375,0.029,0,False
2026-06-05 05:33:31.222075+00:00,2026-06-05,5,italynorth.tts.speech.microsoft.com,9.857,9.826,9.88,0.015,0,False
2026-06-05 06:01:02.616463+00:00,2026-06-05,6,api.deepgram.com,142.412,141.888,146.63,1.493,0,False
2026-06-05 06:01:04.717844+00:00,2026-06-05,6,api.rev.ai,,,,,100,True
2026-06-05 06:01:08.110760+00:00,2026-06-05,6,italynorth.stt.speech.microsoft.com,10.045,9.993,10.262,0.083,0,False
2026-06-05 06:01:09.535843+00:00,2026-06-05,6,api.openai.com,1.452,1.362,1.581,0.062,0,False
2026-06-05 06:01:15.042001+00:00,2026-06-05,6,api.groq.com,1.215,1.161,1.311,0.038,0,False
2026-06-05 06:01:21.011004+00:00,2026-06-05,6,api.mistral.ai,1.46,1.386,1.573,0.048,0,False
2026-06-05 06:01:26.108288+00:00,2026-06-05,6,api.deepgram.com,146.759,146.646,146.98,0.104,0,False
2026-06-05 06:01:28.758533+00:00,2026-06-05,6,api.openai.com,1.1,1.036,1.271,0.065,0,False
2026-06-05 06:01:34.837971+00:00,2026-06-05,6,italynorth.tts.speech.microsoft.com,10.988,10.722,12.009,0.406,0,False
2026-06-05 12:01:02.604417+00:00,2026-06-05,12,api.deepgram.com,147.626,147.574,147.664,0.031,0,False
2026-06-05 12:01:05.898361+00:00,2026-06-05,12,api.rev.ai,,,,,100,True
2026-06-05 12:01:11.493766+00:00,2026-06-05,12,italynorth.stt.speech.microsoft.com,10.024,9.993,10.118,0.036,0,False
2026-06-05 12:01:17.741362+00:00,2026-06-05,12,api.openai.com,1.272,1.211,1.423,0.05,0,False
2026-06-05 12:01:20.311368+00:00,2026-06-05,12,api.groq.com,1.6,1.574,1.63,0.018,0,False
2026-06-05 12:01:26.688324+00:00,2026-06-05,12,api.mistral.ai,0.859,0.801,0.978,0.056,0,False
2026-06-05 12:01:33.436891+00:00,2026-06-05,12,api.deepgram.com,137.908,137.82,137.98,0.04,0,False
2026-06-05 12:01:35.872374+00:00,2026-06-05,12,api.openai.com,1.222,1.189,1.346,0.041,0,False
2026-06-05 12:01:40.859754+00:00,2026-06-05,12,italynorth.tts.speech.microsoft.com,10.332,10.309,10.367,0.018,0,False
2026-06-05 18:01:03.217097+00:00,2026-06-05,18,api.deepgram.com,100.19,100.162,100.246,0.027,0,False
2026-06-05 18:01:10.865685+00:00,2026-06-05,18,api.rev.ai,,,,,100,True
2026-06-05 18:01:14.337193+00:00,2026-06-05,18,italynorth.stt.speech.microsoft.com,10.082,10.066,10.099,0.011,0,False
2026-06-05 18:01:21.415354+00:00,2026-06-05,18,api.openai.com,1.422,1.358,1.613,0.072,0,False
2026-06-05 18:01:28.851053+00:00,2026-06-05,18,api.groq.com,1.778,1.749,1.814,0.018,0,False
2026-06-05 18:01:32.921549+00:00,2026-06-05,18,api.mistral.ai,1.326,1.277,1.357,0.022,0,False
2026-06-05 18:01:41.548570+00:00,2026-06-05,18,api.deepgram.com,147.639,147.139,151.67,1.396,0,False
2026-06-05 18:01:48.849288+00:00,2026-06-05,18,api.openai.com,1.129,1.06,1.267,0.067,0,False
2026-06-05 18:01:53.979796+00:00,2026-06-05,18,italynorth.tts.speech.microsoft.com,10.631,10.601,10.738,0.041,0,False
2026-06-06 00:01:03.818835+00:00,2026-06-06,0,api.deepgram.com,137.283,137.178,137.459,0.085,0,False
2026-06-06 00:01:05.384663+00:00,2026-06-06,0,api.rev.ai,,,,,100,True
2026-06-06 00:01:08.097376+00:00,2026-06-06,0,italynorth.stt.speech.microsoft.com,10.214,10.17,10.401,0.072,0,False
2026-06-06 00:01:16.857621+00:00,2026-06-06,0,api.openai.com,1.101,1.067,1.23,0.043,0,False
2026-06-06 00:01:20.553659+00:00,2026-06-06,0,api.groq.com,1.453,1.423,1.487,0.021,0,False
2026-06-06 00:01:23.383650+00:00,2026-06-06,0,api.mistral.ai,1.378,1.332,1.459,0.033,0,False
2026-06-06 00:01:30.872677+00:00,2026-06-06,0,api.deepgram.com,142.247,141.546,147.313,1.709,0,False
2026-06-06 00:01:39.879518+00:00,2026-06-06,0,api.openai.com,1.059,1.036,1.1,0.018,0,False
2026-06-06 00:01:42.394924+00:00,2026-06-06,0,italynorth.tts.speech.microsoft.com,10.613,10.572,10.663,0.023,0,False
2026-06-06 05:31:03.382648+00:00,2026-06-06,5,api.deepgram.com,150.972,150.831,151.77,0.279,0,False
2026-06-06 05:31:27.145842+00:00,2026-06-06,5,api.rev.ai,,,,,100,True
2026-06-06 05:31:59.909426+00:00,2026-06-06,5,italynorth.stt.speech.microsoft.com,10.121,10.113,10.14,0.007,0,False
